glyph,unicode,sjeng,xu,hey,tonk,dew,polyhedron中古全拼,fanqie
㷹,U+3DF9,澄,開,肴,二,去,drauh,直敎
橈,U+6A48,娘,開,肴,二,去,nrauh,奴敎
淖,U+6DD6,娘,開,肴,二,去,nrauh,奴敎
𠆴,U+201B4,娘,開,肴,二,去,nrauh,奴敎
閙,U+9599,娘,開,肴,二,去,nrauh,奴敎
抓,U+6293,莊,開,肴,二,去,crauh,側敎
癄,U+7644,莊,開,肴,二,去,crauh,側敎
笊,U+7B0A,莊,開,肴,二,去,crauh,側敎
靤,U+9764,並,開,肴,二,去,brauh,防敎
皰,U+76B0,並,開,肴,二,去,brauh,防敎
鞄,U+9784,並,開,肴,二,去,brauh,防敎
鉋,U+924B,並,開,肴,二,去,brauh,防敎
骲,U+9AB2,並,開,肴,二,去,brauh,防敎
抄,U+6284,初,開,肴,二,去,chrauh,初敎
鈔,U+9214,初,開,肴,二,去,chrauh,初敎
縐,U+7E10,初,開,肴,二,去,chrauh,初敎
耖,U+8016,初,開,肴,二,去,chrauh,初敎
仯,U+4EEF,初,開,肴,二,去,chrauh,初敎
觘,U+89D8,初,開,肴,二,去,chrauh,初敎
𦨖,U+26A16,初,開,肴,二,去,chrauh,初敎
罺,U+7F7A,初,開,肴,二,去,chrauh,初敎
靿,U+977F,影,開,肴,二,去,qrauh,於敎
袎,U+888E,影,開,肴,二,去,qrauh,於敎
㑃,U+3443,影,開,肴,二,去,qrauh,於敎
箹,U+7BB9,影,開,肴,二,去,qrauh,於敎
軪,U+8EEA,影,開,肴,二,去,qrauh,於敎
樂,U+6A02,疑,開,肴,二,去,ngrauh,五敎
磽,U+78FD,疑,開,肴,二,去,ngrauh,五敎
𩳔,U+29CD4,疑,開,肴,二,去,ngrauh,五敎
巢,U+5DE2,崇,開,肴,二,去,zrauh,士稍
号,U+53F7,匣,開,豪,一,去,ghauh,胡倒
號,U+865F,匣,開,豪,一,去,ghauh,胡倒
𤩭,U+24A6D,匣,開,豪,一,去,ghauh,胡倒
㙱,U+3671,匣,開,豪,一,去,ghauh,胡倒
𧬁,U+27B01,匣,開,豪,一,去,ghauh,胡倒
𡠖,U+21816,匣,開,豪,一,去,ghauh,胡倒
導,U+5C0E,定,開,豪,一,去,dauh,徒到
翿,U+7FFF,定,開,豪,一,去,dauh,徒到
纛,U+7E9B,定,開,豪,一,去,dauh,徒到
悼,U+60BC,定,開,豪,一,去,dauh,徒到
蹈,U+8E48,定,開,豪,一,去,dauh,徒到
盜,U+76DC,定,開,豪,一,去,dauh,徒到
燾,U+71FE,定,開,豪,一,去,dauh,徒到
幬,U+5E6C,定,開,豪,一,去,dauh,徒到
䆃,U+4183,定,開,豪,一,去,dauh,徒到
儔,U+5114,定,開,豪,一,去,dauh,徒到
𨱵,U+28C75,定,開,豪,一,去,dauh,徒到
𠺛,U+20E9B,定,開,豪,一,去,dauh,徒到
䊭,U+42AD,定,開,豪,一,去,dauh,徒到
䌦,U+4326,定,開,豪,一,去,dauh,徒到
到,U+5230,端,開,豪,一,去,tauh,都導
禱,U+79B1,端,開,豪,一,去,tauh,都導
倒,U+5012,端,開,豪,一,去,tauh,都導
𤓾,U+244FE,端,開,豪,一,去,tauh,都導
𧛔,U+276D4,端,開,豪,一,去,tauh,都導
菿,U+83FF,端,開,豪,一,去,tauh,都導
誥,U+8AA5,見,開,豪,一,去,kauh,古到
郜,U+90DC,見,開,豪,一,去,kauh,古到
告,U+544A,見,開,豪,一,去,kauh,古到
縞,U+7E1E,見,開,豪,一,去,kauh,古到
膏,U+818F,見,開,豪,一,去,kauh,古到
𣝏,U+2374F,見,開,豪,一,去,kauh,古到
烄,U+70C4,見,開,豪,一,去,kauh,古到
傲,U+50B2,疑,開,豪,一,去,ngauh,五到
嫯,U+5AEF,疑,開,豪,一,去,ngauh,五到
䫨,U+4AE8,疑,開,豪,一,去,ngauh,五到
鏊,U+93CA,疑,開,豪,一,去,ngauh,五到
驁,U+9A41,疑,開,豪,一,去,ngauh,五到
奡,U+5961,疑,開,豪,一,去,ngauh,五到
謷,U+8B37,疑,開,豪,一,去,ngauh,五到
鷔,U+9DD4,疑,開,豪,一,去,ngauh,五到
冃,U+5183,明,開,豪,一,去,mauh,莫報
帽,U+5E3D,明,開,豪,一,去,mauh,莫報
耄,U+8004,明,開,豪,一,去,mauh,莫報
𦹾,U+26E7E,明,開,豪,一,去,mauh,莫報
芼,U+82BC,明,開,豪,一,去,mauh,莫報
眊,U+770A,明,開,豪,一,去,mauh,莫報
瑁,U+7441,明,開,豪,一,去,mauh,莫報
𤣽,U+248FD,明,開,豪,一,去,mauh,莫報
冒,U+5192,明,開,豪,一,去,mauh,莫報
𥈆,U+25206,明,開,豪,一,去,mauh,莫報
旄,U+65C4,明,開,豪,一,去,mauh,莫報
毛,U+6BDB,明,開,豪,一,去,mauh,莫報
媢,U+5AA2,明,開,豪,一,去,mauh,莫報
𩿂,U+29FC2,明,開,豪,一,去,mauh,莫報
𢯾,U+22BFE,明,開,豪,一,去,mauh,莫報
覒,U+8992,明,開,豪,一,去,mauh,莫報
㲝,U+3C9D,明,開,豪,一,去,mauh,莫報
䋃,U+42C3,明,開,豪,一,去,mauh,莫報
𣔺,U+2353A,明,開,豪,一,去,mauh,莫報
嫪,U+5AEA,來,開,豪,一,去,lauh,郎到
澇,U+6F87,來,開,豪,一,去,lauh,郎到
潦,U+6F66,來,開,豪,一,去,lauh,郎到
勞,U+52DE,來,開,豪,一,去,lauh,郎到
僗,U+50D7,來,開,豪,一,去,lauh,郎到
髝,U+9ADD,來,開,豪,一,去,lauh,郎到
癆,U+7646,來,開,豪,一,去,lauh,郎到
𣟽,U+237FD,來,開,豪,一,去,lauh,郎到
操,U+64CD,清,開,豪,一,去,chauh,七到
造,U+9020,清,開,豪,一,去,chauh,七到
艁,U+8241,清,開,豪,一,去,chauh,七到
慥,U+6165,清,開,豪,一,去,chauh,七到
㿷,U+3FF7,清,開,豪,一,去,chauh,七到
糙,U+7CD9,清,開,豪,一,去,chauh,七到
鄵,U+9135,清,開,豪,一,去,chauh,七到
暴,U+66B4,並,開,豪,一,去,bauh,薄報
虣,U+8663,並,開,豪,一,去,bauh,薄報
曝,U+66DD,並,開,豪,一,去,bauh,薄報
瀑,U+7011,並,開,豪,一,去,bauh,薄報
勽,U+52FD,並,開,豪,一,去,bauh,薄報
菢,U+83E2,並,開,豪,一,去,bauh,薄報
袌,U+888C,並,開,豪,一,去,bauh,薄報
𤔣,U+24523,並,開,豪,一,去,bauh,薄報
𪇰,U+2A1F0,並,開,豪,一,去,bauh,薄報
報,U+5831,幫,開,豪,一,去,pauh,博耗
漕,U+6F15,從,開,豪,一,去,zauh,在到
𢲵,U+22CB5,從,開,豪,一,去,zauh,在到
奥,U+5965,影,開,豪,一,去,qauh,烏到
懊,U+61CA,影,開,豪,一,去,qauh,烏到
䐿,U+443F,影,開,豪,一,去,qauh,烏到
𩟇,U+297C7,影,開,豪,一,去,qauh,烏到
隩,U+96A9,影,開,豪,一,去,qauh,烏到
燠,U+71E0,影,開,豪,一,去,qauh,烏到
䜒,U+4712,影,開,豪,一,去,qauh,烏到
镺,U+957A,影,開,豪,一,去,qauh,烏到
墺,U+58BA,影,開,豪,一,去,qauh,烏到
𩼈,U+29F08,影,開,豪,一,去,qauh,烏到
澳,U+6FB3,影,開,豪,一,去,qauh,烏到
喿,U+55BF,心,開,豪,一,去,sauh,蘇到
譟,U+8B5F,心,開,豪,一,去,sauh,蘇到
噪,U+566A,心,開,豪,一,去,sauh,蘇到
瘙,U+7619,心,開,豪,一,去,sauh,蘇到
㿋,U+3FCB,心,開,豪,一,去,sauh,蘇到
髞,U+9ADE,心,開,豪,一,去,sauh,蘇到
埽,U+57FD,心,開,豪,一,去,sauh,蘇到
掃,U+6383,心,開,豪,一,去,sauh,蘇到
𢤁,U+22901,心,開,豪,一,去,sauh,蘇到
𩝝,U+2975D,溪,開,豪,一,去,khauh,苦到
犒,U+7292,溪,開,豪,一,去,khauh,苦到
稾,U+7A3E,溪,開,豪,一,去,khauh,苦到
靠,U+9760,溪,開,豪,一,去,khauh,苦到
䯪,U+4BEA,溪,開,豪,一,去,khauh,苦到
竈,U+7AC8,精,開,豪,一,去,cauh,則到
躁,U+8E81,精,開,豪,一,去,cauh,則到
趮,U+8DAE,精,開,豪,一,去,cauh,則到
秏,U+79CF,曉,開,豪,一,去,hauh,呼到
好,U+597D,曉,開,豪,一,去,hauh,呼到
𡚽,U+216BD,曉,開,豪,一,去,hauh,呼到
藃,U+85C3,曉,開,豪,一,去,hauh,呼到
腝,U+815D,泥,開,豪,一,去,nauh,那到
𨱵,U+28C75,泥,開,豪,一,去,nauh,那到
腦,U+8166,泥,開,豪,一,去,nauh,那到
箇,U+7B87,見,開,歌,一,去,kah,古賀
个,U+4E2A,見,開,歌,一,去,kah,古賀
個,U+500B,見,開,歌,一,去,kah,古賀
賀,U+8CC0,匣,開,歌,一,去,ghah,胡箇
𧝂,U+27742,匣,開,歌,一,去,ghah,胡箇
袔,U+8894,匣,開,歌,一,去,ghah,胡箇
㵑,U+3D51,匣,開,歌,一,去,ghah,胡箇
佐,U+4F50,精,開,歌,一,去,cah,則箇
左,U+5DE6,精,開,歌,一,去,cah,則箇
𠡃,U+20843,精,開,歌,一,去,cah,則箇
㝾,U+377E,精,開,歌,一,去,cah,則箇
袏,U+888F,精,開,歌,一,去,cah,則箇
作,U+4F5C,精,開,歌,一,去,cah,則箇
跢,U+8DE2,端,開,歌,一,去,tah,丁佐
癉,U+7649,端,開,歌,一,去,tah,丁佐
痑,U+75D1,端,開,歌,一,去,tah,丁佐
哆,U+54C6,端,開,歌,一,去,tah,丁佐
邏,U+908F,來,開,歌,一,去,lah,郎佐
𧟌,U+277CC,來,開,歌,一,去,lah,郎佐
㿚,U+3FDA,來,開,歌,一,去,lah,郎佐
坷,U+5777,溪,開,歌,一,去,khah,口箇
軻,U+8EFB,溪,開,歌,一,去,khah,口箇
蚵,U+86B5,溪,開,歌,一,去,khah,口箇
艐,U+8250,溪,開,歌,一,去,khah,口箇
餓,U+9913,疑,開,歌,一,去,ngah,五个
䭾,U+4B7E,定,開,歌,一,去,dah,唐佐
大,U+5927,定,開,歌,一,去,dah,唐佐
奈,U+5948,泥,開,歌,一,去,nah,奴箇
那,U+90A3,泥,開,歌,一,去,nah,奴箇
些,U+4E9B,心,開,歌,一,去,sah,蘇箇
呵,U+5475,曉,開,歌,一,去,hah,呼箇
㰤,U+3C24,曉,開,歌,一,去,hah,呼箇
拖,U+62D6,透,開,歌,一,去,thah,吐邏
過,U+904E,見,合,戈,一,去,kuah,古卧
裹,U+88F9,見,合,戈,一,去,kuah,古卧
鐹,U+9439,見,合,戈,一,去,kuah,古卧
划,U+5212,見,合,戈,一,去,kuah,古卧
𧒖,U+27496,見,合,戈,一,去,kuah,古卧
㳀,U+3CC0,見,合,戈,一,去,kuah,古卧
𩟂,U+297C2,見,合,戈,一,去,kuah,古卧
和,U+548C,匣,合,戈,一,去,ghuah,胡卧
盉,U+76C9,匣,合,戈,一,去,ghuah,胡卧
俰,U+4FF0,匣,合,戈,一,去,ghuah,胡卧
挫,U+632B,精,合,戈,一,去,cuah,則卧
夎,U+590E,精,合,戈,一,去,cuah,則卧
侳,U+4FB3,精,合,戈,一,去,cuah,則卧
課,U+8AB2,溪,合,戈,一,去,khuah,苦卧
堁,U+5801,溪,合,戈,一,去,khuah,苦卧
㪙,U+3A99,溪,合,戈,一,去,khuah,苦卧
髁,U+9AC1,溪,合,戈,一,去,khuah,苦卧
𡱼,U+21C7C,溪,合,戈,一,去,khuah,苦卧
㾧,U+3FA7,溪,合,戈,一,去,khuah,苦卧
科,U+79D1,溪,合,戈,一,去,khuah,苦卧
唾,U+553E,透,合,戈,一,去,thuah,湯卧
涶,U+6DB6,透,合,戈,一,去,thuah,湯卧
毻,U+6BFB,透,合,戈,一,去,thuah,湯卧
蛻,U+86FB,透,合,戈,一,去,thuah,湯卧
嫷,U+5AF7,透,合,戈,一,去,thuah,湯卧
毤,U+6BE4,透,合,戈,一,去,thuah,湯卧
𧝍,U+2774D,透,合,戈,一,去,thuah,湯卧
播,U+64AD,幫,合,戈,一,去,puah,補過
𢿥,U+22FE5,幫,合,戈,一,去,puah,補過
簸,U+7C38,幫,合,戈,一,去,puah,補過
番,U+756A,幫,合,戈,一,去,puah,補過
譒,U+8B52,幫,合,戈,一,去,puah,補過
剉,U+5249,清,合,戈,一,去,chuah,麤卧
莝,U+839D,清,合,戈,一,去,chuah,麤卧
銼,U+92BC,清,合,戈,一,去,chuah,麤卧
磨,U+78E8,明,合,戈,一,去,muah,摸卧
䃺,U+40FA,明,合,戈,一,去,muah,摸卧
塺,U+587A,明,合,戈,一,去,muah,摸卧
摩,U+6469,明,合,戈,一,去,muah,摸卧
愞,U+611E,泥,合,戈,一,去,nuah,乃卧
堧,U+5827,泥,合,戈,一,去,nuah,乃卧
稬,U+7A2C,泥,合,戈,一,去,nuah,乃卧
𤲬,U+24CAC,泥,合,戈,一,去,nuah,乃卧
破,U+7834,滂,合,戈,一,去,phuah,普過
頗,U+9817,滂,合,戈,一,去,phuah,普過
座,U+5EA7,從,合,戈,一,去,zuah,徂卧
坐,U+5750,從,合,戈,一,去,zuah,徂卧
臥,U+81E5,疑,合,戈,一,去,nguah,吾貨
諎,U+8ACE,清,合,戈,一,去,chuah,千過
𢯽,U+22BFD,清,合,戈,一,去,chuah,千過
貨,U+8CA8,曉,合,戈,一,去,huah,呼臥
惰,U+60F0,定,合,戈,一,去,duah,徒臥
媠,U+5AA0,定,合,戈,一,去,duah,徒臥
䙃,U+4643,定,合,戈,一,去,duah,徒臥
𧱫,U+27C6B,定,合,戈,一,去,duah,徒臥
縛,U+7E1B,並,合,戈,一,去,buah,符臥
䇔,U+41D4,來,合,戈,一,去,luah,魯過
𢺑,U+22E91,來,合,戈,一,去,luah,魯過
䌴,U+4334,來,合,戈,一,去,luah,魯過
㱻,U+3C7B,來,合,戈,一,去,luah,魯過
𡰠,U+21C20,來,合,戈,一,去,luah,魯過
摞,U+645E,來,合,戈,一,去,luah,魯過
